# Fassade Side Points
  28,    0
  90,    0
 145,    0
 200,    0
 255,    0
 310,    0
 365,    0
 420,    0
 475,    0
 530,    0
 585,    0
 640,    0
 695,    0
 750,    0
 805,    0
 860,    0
 915,    0
 970,    0
1025,    0
1080,    0
1135,    0
1190,    0
1251,    0
  28,  108
  28,  202
  28,  296
  28,  392
1251,  108
1251,  202
1251,  296
1251,  392
  28,  494
  90,  494
 145,  494
 200,  494
 255,  494
 310,  494
 365,  494
 420,  494
 475,  494
 530,  494
 585,  494
 640,  494
 695,  494
 750,  494
 805,  494
 860,  494
 915,  494
 970,  494
1025,  494
1080,  494
1135,  494
1190,  494
1251,  494
# Windows four Points
  40,   18,   85,   18,   85,  102,   40,  102
  95,   18,  140,   18,  140,  102,   95,  102
 150,   18,  195,   18,  195,  102,  150,  102
 205,   18,  250,   18,  250,  102,  205,  102
 260,   18,  305,   18,  305,  102,  260,  102
 315,   18,  360,   18,  360,  102,  315,  102
 370,   18,  415,   18,  415,  102,  370,  102
 425,   18,  470,   18,  470,  102,  425,  102
 480,   18,  525,   18,  525,  102,  480,  102
 535,   18,  580,   18,  580,  102,  535,  102
 590,   18,  635,   18,  635,  102,  590,  102
 644,   18,  690,   18,  690,  102,  644,  102
 699,   18,  745,   18,  745,  102,  699,  102
 754,   18,  800,   18,  800,  102,  754,  102
 809,   18,  854,   18,  854,  102,  809,  102
 864,   18,  910,   18,  910,  102,  864,  102
 919,   18,  965,   18,  965,  102,  919,  102
 974,   18, 1019,   18, 1019,  102,  974,  102
1029,   18, 1074,   18, 1074,  102, 1029,  102
1084,   18, 1129,   18, 1129,  102, 1084,  102
1138,   18, 1184,   18, 1184,  102, 1138,  102
1194,   18, 1239,   18, 1239,  102, 1194,  102
  40,  114,   85,  114,   85,  196,   40,  196
  95,  114,  140,  114,  140,  196,   95,  196
 150,  114,  195,  114,  195,  196,  150,  196
 205,  114,  250,  114,  250,  196,  205,  196
 260,  114,  305,  114,  305,  196,  260,  196
 315,  114,  360,  114,  360,  196,  315,  196
 370,  114,  415,  114,  415,  196,  370,  196
 425,  114,  470,  114,  470,  196,  425,  196
 480,  114,  525,  114,  525,  196,  480,  196
 535,  114,  580,  114,  580,  196,  535,  196
 590,  114,  635,  114,  635,  196,  590,  196
 644,  114,  690,  114,  690,  196,  644,  196
 699,  114,  745,  114,  745,  196,  699,  196
 754,  114,  800,  114,  800,  196,  754,  196
 809,  114,  854,  114,  854,  196,  809,  196
 864,  114,  910,  114,  910,  196,  864,  196
 919,  114,  965,  114,  965,  196,  919,  196
 974,  114, 1019,  114, 1019,  196,  974,  196
1029,  114, 1074,  114, 1074,  196, 1029,  196
1084,  114, 1129,  114, 1129,  196, 1084,  196
1138,  114, 1184,  114, 1184,  196, 1138,  196
1194,  114, 1239,  114, 1239,  196, 1194,  196
  40,  208,   85,  208,   85,  290,   40,  290
  95,  208,  140,  208,  140,  290,   95,  290
 150,  208,  195,  208,  195,  290,  150,  290
 205,  208,  250,  208,  250,  290,  205,  290
 260,  208,  305,  208,  305,  290,  260,  290
 315,  208,  360,  208,  360,  290,  315,  290
 370,  208,  415,  208,  415,  290,  370,  290
 425,  208,  470,  208,  470,  290,  425,  290
 480,  208,  525,  208,  525,  290,  480,  290
 535,  208,  580,  208,  580,  290,  535,  290
 590,  208,  635,  208,  635,  290,  590,  290
 644,  208,  690,  208,  690,  290,  644,  290
 699,  208,  745,  208,  745,  290,  699,  290
 754,  208,  800,  208,  800,  290,  754,  290
 809,  208,  854,  208,  854,  290,  809,  290
 864,  208,  910,  208,  910,  290,  864,  290
 919,  208,  965,  208,  965,  290,  919,  290
 974,  208, 1019,  208, 1019,  290,  974,  290
1029,  208, 1074,  208, 1074,  290, 1029,  290
1084,  208, 1129,  208, 1129,  290, 1084,  290
1138,  208, 1184,  208, 1184,  290, 1138,  290
1194,  208, 1239,  208, 1239,  290, 1194,  290
  40,  302,   85,  302,   85,  386,   40,  386
  95,  302,  140,  302,  140,  386,   95,  386
 150,  302,  195,  302,  195,  386,  150,  386
 205,  302,  250,  302,  250,  386,  205,  386
 260,  302,  305,  302,  305,  386,  260,  386
 315,  302,  360,  302,  360,  386,  315,  386
 370,  302,  415,  302,  415,  386,  370,  386
 425,  302,  470,  302,  470,  386,  425,  386
 480,  302,  525,  302,  525,  386,  480,  386
 535,  302,  580,  302,  580,  386,  535,  386
 590,  302,  635,  302,  635,  386,  590,  386
 644,  302,  690,  302,  690,  386,  644,  386
 699,  302,  745,  302,  745,  386,  699,  386
 754,  302,  800,  302,  800,  386,  754,  386
 809,  302,  854,  302,  854,  386,  809,  386
 864,  302,  910,  302,  910,  386,  864,  386
 919,  302,  965,  302,  965,  386,  919,  386
 974,  302, 1019,  302, 1019,  386,  974,  386
1029,  302, 1074,  302, 1074,  386, 1029,  386
1084,  302, 1129,  302, 1129,  386, 1084,  386
1138,  302, 1184,  302, 1184,  386, 1138,  386
1194,  302, 1239,  302, 1239,  386, 1194,  386
  40,  398,   85,  398,   85,  482,   40,  482
  95,  398,  140,  398,  140,  482,   95,  482
 150,  398,  195,  398,  195,  482,  150,  482
 205,  398,  250,  398,  250,  482,  205,  482
 260,  398,  305,  398,  305,  482,  260,  482
 315,  398,  360,  398,  360,  482,  315,  482
 370,  398,  415,  398,  415,  482,  370,  482
 425,  398,  470,  398,  470,  482,  425,  482
 480,  398,  525,  398,  525,  482,  480,  482
 535,  398,  580,  398,  580,  482,  535,  482
 590,  398,  635,  398,  635,  482,  590,  482
 644,  398,  690,  398,  690,  482,  644,  482
 699,  398,  745,  398,  699,  482,  745,  482
 754,  398,  800,  398,  800,  482,  754,  482
 809,  398,  854,  398,  854,  482,  809,  482
 864,  398,  910,  398,  910,  482,  864,  482
 919,  398,  965,  398,  965,  482,  919,  482
 974,  398, 1019,  398, 1019,  482,  974,  482
1029,  398, 1074,  398, 1074,  482, 1029,  482
1084,  398, 1129,  398, 1129,  482, 1084,  482
1138,  398, 1184,  398, 1184,  482, 1138,  482
1194,  398, 1239,  398, 1239,  482, 1194,  482
